Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240430.74980;415.43984;40466792.32820;1.12797
2022;3260386.19044;417.99823;40566522.64445;1.16351
2023;3281999.54971;420.76917;40669974.38806;1.20177
2024;3303432.81486;423.51703;40775989.90711;1.23945
2025;3324678.33226;426.24081;40884839.25576;1.27657
2026;3345728.41662;428.93954;40994319.59492;1.31310
2027;3366573.75096;431.61202;41114327.43949;1.34906
2028;3387204.52384;434.25699;41235658.32079;1.38442
2029;3407611.55722;436.87328;41361310.70527;1.41919
2030;3427784.83399;439.45959;41490902.76391;1.45335
2031;3447714.59174;442.01469;41620718.70915;1.48691
2032;3467389.56116;444.53712;41760985.48906;1.51984
2033;3486797.95042;447.02538;41901916.33139;1.55214
2034;3505928.34008;449.47799;42048264.04305;1.58380
2035;3524768.40224;451.89338;42197914.07229;1.61481
2036;3543306.24935;454.27003;42347381.24150;1.64516
2037;3561527.85406;456.60614;42510147.24753;1.67484
2038;3579418.67753;458.89983;42672776.63398;1.70383
2039;3596964.82277;461.14934;42841757.07764;1.73212
2040;3614151.82396;463.35280;43010932.83728;1.75969
2041;3630965.23744;465.50836;43183212.59901;1.78654
2042;3647387.72546;467.61381;43370123.79690;1.81264
2043;3663401.37657;469.66684;43560514.68867;1.83798
2044;3678989.42588;471.66531;43755554.55107;1.86253
2045;3694135.28282;473.60709;43950028.30852;1.88629
2046;3708821.54797;475.48994;44151299.71362;1.90923
2047;3723020.94125;477.31038;44373207.82911;1.93133
2048;3736712.31891;479.06568;44595377.27750;1.95255
2049;3749878.82471;480.75370;44820111.58702;1.97288
2050;3762504.11700;482.37232;45051315.44255;1.99231
2051;3774565.34675;483.91863;45283006.03858;2.01081
2052;3786039.44119;485.38967;45531951.06444;2.02835
2053;3796904.70802;486.78265;45786023.59082;2.04491
2054;3807141.41135;488.09505;46038536.20278;2.06047
2055;3816730.46413;489.32442;46292044.16356;2.07501
2056;3825651.16709;490.46810;46553841.16067;2.08849
2057;3833881.85998;491.52332;46844597.10832;2.10091
2058;3841393.83725;492.48639;47134818.78579;2.11222
2059;3848172.00278;493.35538;47416711.42148;2.12240
2060;3854199.37172;494.12812;47701942.48057;2.13144
2061;3859457.05785;494.80219;47994446.58809;2.13931
2062;3863923.91939;495.37486;48309033.85835;2.14599
2063;3867580.25221;495.84362;48628266.88966;2.15145
2064;3870404.95737;496.20576;48938242.20796;2.15566
2065;3872391.01251;496.46039;49245334.72029;2.15863
2066;3873527.35971;496.60607;49554168.59222;2.16032
2067;3873798.23283;496.64080;49899421.80620;2.16072
2068;3873189.86083;496.56280;50246249.24629;2.15982
2069;3871697.49999;496.37147;50587986.24304;2.15759
2070;3869308.72227;496.06522;50938042.09129;2.15403
2071;3866028.77217;495.64471;51272444.75555;2.14914
2072;3861899.11426;495.11527;51715056.76349;2.14298
2073;3856827.85514;494.46511;52123061.28957;2.13540
2074;3850859.80925;493.69998;52519958.92958;2.12647
2075;3843936.21243;492.81233;52921598.41834;2.11609
2076;3836109.66297;491.80893;53305292.59488;2.10434
2077;3827443.90698;490.69794;53742161.49441;2.09131
2078;3817828.09311;489.46514;54170099.63656;2.07681
2079;3807341.67374;488.12073;54593476.04716;2.06096
2080;3796019.56020;486.66917;55012388.04113;2.04380
2081;3784036.69836;485.13291;55386288.68977;2.02558
2082;3771625.27587;483.54170;55850048.09577;2.00665
2083;3758503.89281;481.85947;56296793.37849;1.98658
2084;3744701.70982;480.08996;56734528.20480;1.96539
2085;3730292.76683;478.24266;57160824.29112;1.94318
2086;3715404.64466;476.33393;57518703.45356;1.92015
2087;3700249.51689;474.39096;58005339.17379;1.89661
2088;3684594.48053;472.38391;58467337.15431;1.87219
2089;3668421.60422;470.31046;58904868.21502;1.84686
2090;3651793.60858;468.17867;59343159.43813;1.82071
2091;3634783.86047;465.99793;59770900.52422;1.79383
2092;3617511.67666;463.78355;60263032.43174;1.76640
2093;3599753.68566;461.50688;60726467.33307;1.73808
2094;3581567.46851;459.17532;61191665.16680;1.70892
2095;3562976.36434;456.79184;61651879.75930;1.67897
2096;3544052.40241;454.36569;62101292.31293;1.64832
2097;3524867.77095;451.90612;62598148.61992;1.61708
2098;3505011.46543;449.36044;63057874.55952;1.58457
2099;3484656.07535;446.75078;63521302.16609;1.55106
2100;3463854.85617;444.08396;63979644.56973;1.51661
2101;3442690.34867;441.37056;64441681.67624;1.48135
