Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240430.24261;415.43977;40342878.68220;1.12797
2022;3260424.93230;418.00320;40318060.39363;1.16358
2023;3282101.29965;420.78222;40293955.78386;1.20195
2024;3303626.75861;423.54189;40270541.86387;1.23979
2025;3324993.55040;426.28122;40247834.48027;1.27712
2026;3346193.52313;428.99917;40225849.68372;1.31391
2027;3367218.10244;431.69463;40204603.72087;1.35017
2028;3388058.30881;434.36645;40184113.02521;1.38589
2029;3408704.71565;437.01343;40164394.20709;1.42105
2030;3429147.43993;439.63429;40145464.04258;1.45566
2031;3449376.12667;442.22771;40127339.46137;1.48971
2032;3469379.93371;444.79230;40110037.53344;1.52317
2033;3489147.51701;447.32660;40093575.45457;1.55605
2034;3508667.01668;449.82910;40077970.53059;1.58834
2035;3527926.04377;452.29821;40063240.16026;1.62001
2036;3546911.66822;454.73227;40049401.81685;1.65107
2037;3565610.40812;457.12954;40036473.02817;1.68149
2038;3584008.22057;459.48823;40024471.35511;1.71127
2039;3602090.49442;461.80647;40013414.36866;1.74038
2040;3619842.04530;464.08231;40003319.62516;1.76882
2041;3637247.11314;466.31373;39994204.63991;1.79657
2042;3654289.36283;468.49864;39986086.85893;1.82361
2043;3670951.88814;470.63486;39978983.62891;1.84992
2044;3687217.21968;472.72016;39972912.16518;1.87549
2045;3703067.33714;474.75222;39967889.51771;1.90030
2046;3718483.54548;476.72866;39964915.78512;1.92432
2047;3733446.55187;478.64699;39963169.95102;1.94754
2048;3747936.80661;480.50472;39962522.71928;1.96994
2049;3761934.31669;482.29927;39962990.09590;1.99149
2050;3775418.68560;484.02804;39964587.71912;2.01218
2051;3788369.16439;485.68835;39967330.81204;2.03197
2052;3800764.71148;487.27753;39971234.13286;2.05086
2053;3812584.06182;488.79283;39976311.92259;2.06880
2054;3823805.80611;490.23151;39982577.85030;2.08579
2055;3834408.34013;491.59081;39990968.95578;2.10179
2056;3844370.05907;492.86796;40000649.58968;2.11678
2057;3853575.68714;494.04817;40009129.67761;2.13060
2058;3862048.94044;495.13448;40017609.76553;2.14329
2059;3869768.10333;496.12412;40026712.49409;2.15482
2060;3876711.85853;497.01434;40036314.45702;2.16518
2061;3882859.92056;497.80255;40045916.41995;2.17433
2062;3888193.01932;498.48628;40055518.38288;2.18225
2063;3892693.05810;499.06321;40065158.87240;2.18893
2064;3896343.31866;499.53119;40074818.16658;2.19435
2065;3899128.70301;499.88830;40084477.77295;2.19847
2066;3901035.94936;500.13281;40094137.62963;2.20129
2067;3902053.86437;500.26332;40103797.48631;2.20280
2068;3902173.55853;500.27866;40113457.34299;2.20298
2069;3901388.68072;500.17804;40123117.19967;2.20182
2070;3899695.64757;499.96098;40132777.05634;2.19931
2071;3897093.86320;499.62742;40142436.91302;2.19546
2072;3893585.91614;499.17768;40152369.96535;2.19027
2073;3889177.44803;498.61249;40163585.90328;2.18373
2074;3883877.76357;497.93305;40175064.76121;2.17587
2075;3877699.92478;497.14102;40186700.69914;2.16669
2076;3870660.82660;496.23857;40198336.63707;2.15621
2077;3862885.93728;495.24179;40210107.47067;2.14462
2078;3854233.53806;494.13250;40223189.27746;2.13170
2079;3844788.10073;492.92155;40238085.75914;2.11755
2080;3834581.27560;491.61298;40252982.24082;2.10223
2081;3823786.53005;490.22904;40267878.72249;2.08599
2082;3812680.15551;488.80515;40282775.20417;2.06923
2083;3800963.66284;487.30303;40297819.68585;2.05149
2084;3788662.94546;485.72602;40313216.16753;2.03282
2085;3775853.25065;484.08375;40328612.64921;2.01331
2086;3762657.06324;482.39193;40344009.13089;1.99314
2087;3749317.97310;480.68179;40359405.61257;1.97268
2088;3735601.34806;478.92325;40374802.09425;1.95157
2089;3721519.64659;477.11790;40390198.57593;1.92982
2090;3707116.17783;475.27130;40405595.05761;1.90748
2091;3692464.10427;473.39283;40420991.53929;1.88467
2092;3677742.21864;471.50541;40436388.02097;1.86166
2093;3662791.03378;469.58859;40451784.50265;1.83820
2094;3647617.12916;467.64322;40467180.98433;1.81430
2095;3632246.19251;465.67259;40482577.46601;1.78998
2096;3616722.49202;463.68237;40497978.19479;1.76532
2097;3601164.55707;461.68776;40513379.06397;1.74049
2098;3585469.86765;459.67562;40528844.40315;1.71534
2099;3569641.98813;457.64641;40545012.77233;1.68987
2100;3553696.29691;455.60209;40561181.14150;1.66409
2101;3537659.75533;453.54612;40577349.51068;1.63805
