Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240577.91706;415.45871;40613392.06223;1.12824
2022;3260641.30387;418.03094;40862713.32629;1.16396
2023;3282465.03000;420.82885;41119239.69097;1.20259
2024;3304168.64075;423.61136;41381699.19571;1.24075
2025;3325749.52974;426.37814;41650439.19846;1.27844
2026;3347205.34929;429.12889;41923335.15954;1.31567
2027;3368532.42276;431.86313;42210362.84916;1.35244
2028;3389726.89442;434.58037;42502397.96554;1.38875
2029;3410785.86975;437.28024;42802520.00467;1.42460
2030;3431705.95561;439.96230;43110428.97563;1.45999
2031;3452484.36627;442.62620;43422491.67827;1.49494
2032;3473117.17392;445.27143;43749018.33246;1.52942
2033;3493600.30472;447.89747;44080306.05148;1.56346
2034;3513930.44500;450.50390;44421192.06453;1.59704
2035;3534103.77078;453.09023;44769646.69560;1.63017
2036;3554117.34080;455.65607;45122061.15282;1.66285
2037;3573966.45592;458.20083;45492421.35044;1.69508
2038;3593646.29488;460.72388;45867167.66511;1.72686
2039;3613153.14269;463.22476;46252873.48987;1.75818
2040;3632483.14935;465.70297;46643468.72837;1.78905
2041;3651633.00396;468.15808;47041456.09541;1.81948
2042;3670596.85567;470.58934;47459433.70630;1.84945
2043;3689368.63118;472.99598;47885840.34887;1.87896
2044;3707943.91175;475.37742;48321929.28235;1.90801
2045;3726318.91004;477.73319;48762323.29946;1.93661
2046;3744489.56070;480.06276;49213811.56362;1.96475
2047;3762449.43834;482.36531;49683645.53932;1.99243
2048;3780192.25005;484.64003;50163517.82582;2.01964
2049;3797713.32243;486.88632;50651700.08845;2.04639
2050;3815008.38929;489.10364;51147245.51671;2.07267
2051;3832073.81226;491.29151;51647110.94274;2.09849
2052;3848902.88426;493.44909;52172816.69792;2.12383
2053;3865487.74504;495.57535;52709710.28208;2.14870
2054;3881824.05726;497.66975;53251046.28252;2.17308
2055;3897908.29384;499.73183;53798650.27188;2.19700
2056;3913735.36107;501.76094;54360239.14415;2.22043
2057;3929297.32580;503.75607;54945425.91763;2.24337
2058;3944586.61222;505.71623;55542611.19332;2.26583
2059;3959582.33847;507.63876;56137423.74053;2.28777
2060;3974289.95902;509.52435;56742085.90261;2.30920
2061;3988688.40197;511.37031;57360419.48701;2.33011
2062;4002776.26662;513.17644;58007649.88907;2.35049
2063;4016545.20394;514.94169;58666040.91390;2.37034
2064;4029992.30467;516.66568;59321261.47181;2.38966
2065;4043116.08806;518.34822;59980101.17017;2.40845
2066;4055913.34551;519.98889;60647440.60324;2.42672
2067;4068374.48813;521.58647;61358484.77987;2.44445
2068;4080490.22504;523.13977;62077730.17048;2.46164
2069;4092258.66217;524.64855;62797573.71487;2.47828
2070;4103677.14803;526.11245;63532058.92078;2.49438
2071;4114744.89904;527.53140;64257765.17209;2.50995
2072;4125449.36029;528.90376;65032211.84274;2.52496
2073;4135786.03996;530.22898;65810463.54849;2.53942
2074;4145756.48085;531.50724;66583630.77017;2.55333
2075;4155361.15834;532.73861;67369582.59872;2.56670
2076;4164602.55552;533.92340;68144026.39834;2.57953
2077;4173485.90739;535.06230;68979890.22045;2.59184
2078;4181986.42042;536.15211;69812169.12808;2.60360
2079;4190114.46531;537.19416;70644679.86401;2.61481
2080;4197873.48118;538.18891;71479488.83968;2.62550
2081;4205289.57051;539.13969;72274303.90026;2.63569
2082;4212384.19894;540.04926;73167254.92022;2.64543
2083;4219109.99709;540.91154;74048459.29905;2.65464
2084;4225472.78943;541.72728;74925661.92402;2.66335
2085;4231482.93736;542.49781;75797107.54820;2.67155
2086;4237160.25952;543.22567;76605271.26055;2.67930
2087;4242522.82872;543.91318;77548096.65358;2.68660
2088;4247525.66888;544.55457;78470139.24012;2.69340
2089;4252176.01658;545.15077;79381133.86528;2.69972
2090;4256482.53933;545.70289;80285331.00020;2.70557
2091;4260420.28242;546.20773;81185983.22184;2.71091
2092;4264017.77330;546.66895;82166018.91451;2.71578
2093;4267243.83622;547.08254;83119666.02352;2.72015
2094;4270104.68107;547.44932;84077017.66699;2.72401
2095;4272610.39635;547.77056;85008110.09500;2.72740
2096;4274777.09296;548.04835;85929086.92799;2.73033
2097;4276612.20773;548.28362;86931087.10105;2.73280
2098;4278090.15223;548.47310;87897648.09507;2.73480
2099;4279217.67703;548.61765;88866875.67337;2.73632
2100;4280004.37746;548.71851;89798191.08238;2.73738
2101;4280465.10060;548.77758;90714729.07337;2.73800
