Metric Name;Metric Value
T15Year;2031
T15CO2;443.01690
T15ForestSize;41604852.55803
T20Year;2049
T20CO2;483.00871
T20ForestSize;45078192.99771
ForestSize2050;45510971.31989
CO2Concentration2050;486.12229
Temperature2050;2.03715
ForestSize2100;64978004.51061
CO2Concentration2100;468.52109
Temperature2100;1.82521
