Metric Name;Metric Value
T15Year;2031
T15CO2;443.01688
T15ForestSize;42533265.04842
T20Year;2050
T20CO2;483.01567
T20ForestSize;47738070.58818
ForestSize2050;47921718.07373
CO2Concentration2050;483.89044
Temperature2050;2.01047
ForestSize2100;72345875.58776
CO2Concentration2100;442.76379
Temperature2100;1.49948
