Metric Name;Metric Value
T15Year;2031
T15CO2;443.01717
T15ForestSize;41573966.66454
T20Year;2049
T20CO2;483.01145
T20ForestSize;44587691.41156
ForestSize2050;44847572.97206
CO2Concentration2050;485.15644
Temperature2050;2.02562
ForestSize2100;60298335.22742
CO2Concentration2100;457.11211
Temperature2100;1.68312
