Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240452.50524;415.44263;40525602.50835;1.12801
2022;3260411.95180;418.00153;40684943.28244;1.16356
2023;3282036.67580;420.77393;40849008.72692;1.20183
2024;3303481.12913;423.52322;41016571.10891;1.23954
2025;3324738.46636;426.24852;41187921.89226;1.27667
2026;3345801.86017;428.94896;41360879.92326;1.31323
2027;3366662.90346;431.62345;41545363.66698;1.34921
2028;3387312.78160;434.27087;41735918.81501;1.38461
2029;3407741.37984;436.88992;41929899.43345;1.41941
2030;3427940.71926;439.47958;42128848.15472;1.45362
2031;3447902.16992;442.03874;42329071.26811;1.48722
2032;3467615.65726;444.56611;42540817.98147;1.52022
2033;3487070.64848;447.06034;42754323.94638;1.55260
2034;3506257.04948;449.52013;42974364.53706;1.58435
2035;3525163.92583;451.94409;43198847.89032;1.61547
2036;3543780.85329;454.33088;43424311.61420;1.64594
2037;3562095.33915;456.67889;43664260.26237;1.67577
2038;3580094.45190;458.98647;43905281.27839;1.70493
2039;3597765.97558;461.25205;44153885.25214;1.73341
2040;3615097.19977;463.47400;44403939.33640;1.76121
2041;3632075.51108;465.65071;44658375.05778;1.78831
2042;3648684.86064;467.78011;44932481.46566;1.81470
2043;3664908.69228;469.86009;45211435.60214;1.84036
2044;3680705.41478;471.88531;45494506.20787;1.86524
2045;3696073.26812;473.85555;45777902.44048;1.88933
2046;3710996.52753;475.76879;46069002.37761;1.91263
2047;3725456.75183;477.62266;46374079.34791;1.93512
2048;3739435.52541;479.41481;46684787.75227;1.95677
2049;3752915.73454;481.14304;46999341.47003;1.97757
2050;3765872.47404;482.80416;47316978.63023;1.99750
2051;3778292.80059;484.39651;47634062.65408;2.01653
2052;3790141.33541;485.91556;47971521.43929;2.03463
2053;3801404.14658;487.35951;48315168.95665;2.05178
2054;3812063.17102;488.72605;48658218.57275;2.06796
2055;3822101.00496;490.01295;49003291.82433;2.08315
2056;3831498.61525;491.21777;49357692.97187;2.09734
2057;3840233.61361;492.33764;49735502.01176;2.11050
2058;3848284.28403;493.36978;50119931.73562;2.12260
2059;3855634.57307;494.31212;50495579.65586;2.13362
2060;3862269.27660;495.16273;50875578.81306;2.14355
2061;3868170.99787;495.91936;51263743.35829;2.15237
2062;3873320.00792;496.57949;51674951.54426;2.16005
2063;3877697.92205;497.14076;52091641.07820;2.16657
2064;3881292.58418;497.60161;52500022.61829;2.17192
2065;3884094.32215;497.96081;52906316.47286;2.17609
2066;3886093.06092;498.21706;53315214.40591;2.17905
2067;3887273.81565;498.36844;53761394.46111;2.18081
2068;3887623.38469;498.41325;54210010.50784;2.18133
2069;3887137.36053;498.35094;54654395.72560;2.18061
2070;3885812.34137;498.18107;55107943.60004;2.17864
2071;3883648.75304;497.90369;55547852.94309;2.17543
2072;3880644.26740;497.51850;56028684.62657;2.17096
2073;3876796.83758;497.02524;56509068.28838;2.16524
2074;3872115.70911;496.42509;56979097.98884;2.15827
2075;3866535.03976;495.70962;57455911.29608;2.14995
2076;3860107.39800;494.88556;57919145.84024;2.14036
2077;3852895.79883;493.96100;58433971.42186;2.12958
2078;3844824.34790;492.92620;58940249.80576;2.11749
2079;3835949.83142;491.78844;59441510.01712;2.10417
2080;3826299.55229;490.55122;59939471.29169;2.08965
2081;3816021.99974;489.23359;60398517.37842;2.07415
2082;3805331.52696;487.86302;60943611.40220;2.05799
2083;3793975.82269;486.40716;61472817.69630;2.04076
2084;3781980.07722;484.86924;61993958.31467;2.02252
2085;3769408.31863;483.25748;62505809.38223;2.00334
2086;3756372.63469;481.58624;62949585.54188;1.98338
2087;3743060.50290;479.87955;63518884.51035;1.96293
2088;3729221.50890;478.10532;64063702.71530;1.94159
2089;3714894.46795;476.26852;64594168.78104;1.91942
2090;3700120.67380;474.37445;65123850.29497;1.89647
2091;3684938.82317;472.42805;65641415.42573;1.87279
2092;3669429.71504;470.43971;66228215.03183;1.84851
2093;3653485.43943;468.39557;66786810.13036;1.82343
2094;3637123.36555;466.29787;67348718.89846;1.79759
2095;3620381.12616;464.15143;67886379.45185;1.77102
2096;3603319.02733;461.96398;68410435.69407;1.74383
2097;3586017.20383;459.74580;69005520.16695;1.71612
2098;3568376.57980;457.48418;69567756.54600;1.68773
2099;3550407.79614;455.18049;70135437.98774;1.65867
2100;3532134.73153;452.83779;70670023.53580;1.62897
2101;3513597.58014;450.46123;71188371.72842;1.59868
