Metric Name;Metric Value
T15Year;2031
T15CO2;443.01677
T15ForestSize;41566769.74615
T20Year;2050
T20CO2;483.01415
T20ForestSize;44721128.71946
ForestSize2050;44874006.49577
CO2Concentration2050;484.18697
Temperature2050;2.01402
ForestSize2100;60792747.86783
CO2Concentration2100;442.72491
Temperature2100;1.49901
