Metric Name;Metric Value
T15Year;2031
T15CO2;443.01790
T15ForestSize;42272644.67059
T20Year;2049
T20CO2;483.01088
T20ForestSize;46821282.88841
ForestSize2050;47243913.42810
CO2Concentration2050;485.36125
Temperature2050;2.02806
ForestSize2100;70426165.71891
CO2Concentration2100;460.56071
Temperature2100;1.72644
