Metric Name;Metric Value
T15Year;2031
T15CO2;443.01698
T15ForestSize;41233219.37432
T20Year;2049
T20CO2;483.01358
T20ForestSize;43568843.37919
ForestSize2050;43746353.02756
CO2Concentration2050;484.86211
Temperature2050;2.02210
ForestSize2100;55885863.17621
CO2Concentration2100;448.62786
Temperature2100;1.57529
