Metric Name;Metric Value
T15Year;2031
T15CO2;443.01661
T15ForestSize;43042107.74161
T20Year;2047
T20CO2;483.00085
T20ForestSize;48677536.64928
ForestSize2050;50081985.64241
CO2Concentration2050;489.97740
Temperature2050;2.08295
ForestSize2100;83414559.31571
CO2Concentration2100;503.14876
Temperature2100;2.23700
