Metric Name;Metric Value
T15Year;2031
T15CO2;443.01701
T15ForestSize;42392183.11291
T20Year;2050
T20CO2;483.01453
T20ForestSize;47265743.17360
ForestSize2050;47451533.70347
CO2Concentration2050;483.95798
Temperature2050;2.01128
ForestSize2100;70448335.45441
CO2Concentration2100;446.27492
Temperature2100;1.54491
