Metric Name;Metric Value
T15Year;2031
T15CO2;443.01405
T15ForestSize;43302647.23792
T20Year;2047
T20CO2;482.99661
T20ForestSize;49318960.88929
ForestSize2050;51122876.48343
CO2Concentration2050;491.59948
Temperature2050;2.10212
ForestSize2100;88010886.22959
CO2Concentration2100;537.70743
Temperature2100;2.62033
