Metric Name;Metric Value
T15Year;2031
T15CO2;443.01647
T15ForestSize;41513639.84185
T20Year;2049
T20CO2;483.00957
T20ForestSize;44383584.00074
ForestSize2050;44720322.59514
CO2Concentration2050;485.90046
Temperature2050;2.03450
ForestSize2100;60791555.21810
CO2Concentration2100;465.65458
Temperature2100;1.78982
