Metric Name;Metric Value
T15Year;2031
T15CO2;443.01608
T15ForestSize;41334172.91516
T20Year;2050
T20CO2;483.01414
T20ForestSize;43983142.67366
ForestSize2050;44121046.53947
CO2Concentration2050;484.22886
Temperature2050;2.01452
ForestSize2100;58790474.24844
CO2Concentration2100;442.17892
Temperature2100;1.49190
