Metric Name;Metric Value
T15Year;2031
T15CO2;443.01630
T15ForestSize;41898078.68392
T20Year;2048
T20CO2;483.00737
T20ForestSize;45614077.13852
ForestSize2050;46155516.73548
CO2Concentration2050;486.71385
Temperature2050;2.04420
ForestSize2100;66968923.72427
CO2Concentration2100;477.96521
Temperature2100;1.94022
