Metric Name;Metric Value
T15Year;2031
T15CO2;443.01558
T15ForestSize;42866445.57205
T20Year;2048
T20CO2;483.00912
T20ForestSize;48456254.85624
ForestSize2050;49236390.72237
CO2Concentration2050;486.68266
Temperature2050;2.04382
ForestSize2100;78806217.30145
CO2Concentration2100;477.34825
Temperature2100;1.93292
