Metric Name;Metric Value
T15Year;2031
T15CO2;443.01704
T15ForestSize;41836797.80801
T20Year;2050
T20CO2;483.01396
T20ForestSize;45507141.00317
ForestSize2050;45717205.84294
CO2Concentration2050;484.41052
Temperature2050;2.01670
ForestSize2100;63676360.43776
CO2Concentration2100;450.11087
Temperature2100;1.59420
