Metric Name;Metric Value
T15Year;2031
T15CO2;443.01591
T15ForestSize;40513796.05438
T20Year;2049
T20CO2;483.01140
T20ForestSize;41245257.39167
ForestSize2050;41313465.05680
CO2Concentration2050;484.94463
Temperature2050;2.02309
ForestSize2100;45123317.13821
CO2Concentration2100;447.17959
Temperature2100;1.55657
