Metric Name;Metric Value
T15Year;2031
T15CO2;443.01748
T15ForestSize;40169843.67168
T20Year;2049
T20CO2;483.01138
T20ForestSize;40014739.72254
ForestSize2050;40007491.69435
CO2Concentration2050;485.05065
Temperature2050;2.02436
ForestSize2100;41038720.14488
CO2Concentration2100;451.55045
Temperature2100;1.61257
