Metric Name;Metric Value
T15Year;2031
T15CO2;443.01759
T15ForestSize;40827575.02344
T20Year;2049
T20CO2;483.01278
T20ForestSize;42284391.56216
ForestSize2050;42384448.95609
CO2Concentration2050;484.59468
Temperature2050;2.01890
ForestSize2100;49344871.65396
CO2Concentration2100;443.49838
Temperature2100;1.50905
