Metric Name;Metric Value
T15Year;2031
T15CO2;443.01534
T15ForestSize;42938395.60506
T20Year;2047
T20CO2;483.00006
T20ForestSize;48414270.54053
ForestSize2050;49731636.78160
CO2Concentration2050;489.44923
Temperature2050;2.07670
ForestSize2100;80631310.44867
CO2Concentration2100;485.50453
Temperature2100;2.03083
