Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240433.76814;415.44023;40470833.93728;1.12798
2022;3260391.09286;417.99886;40574657.73612;1.16352
2023;3282008.09153;420.77027;40682268.68996;1.20178
2024;3303445.91369;423.51871;40792504.26694;1.23948
2025;3324697.01350;426.24321;40905635.91725;1.27660
2026;3345753.81957;428.94280;41019462.21581;1.31315
2027;3366607.16664;431.61630;41150187.40354;1.34912
2028;3387245.23791;434.26221;41279149.01740;1.38449
2029;3407660.71085;436.87958;41415751.41234;1.41927
2030;3427841.63817;439.46688;41554737.32054;1.45345
2031;3447779.27771;442.02298;41694018.08481;1.48702
2032;3467462.51718;444.54648;41843822.15703;1.51996
2033;3486879.72958;447.03586;41994364.27985;1.55228
2034;3506019.66843;449.48970;42150398.78476;1.58395
2035;3524870.18705;451.90643;42309812.65279;1.61498
2036;3543418.53620;454.28443;42469059.39766;1.64535
2037;3561651.36819;456.62197;42650411.44330;1.67504
2038;3579551.44829;458.91685;42827295.79523;1.70405
2039;3597107.36747;461.16761;43015145.00137;1.73235
2040;3614302.07796;463.37206;43200957.53428;1.75993
2041;3631122.53311;465.52853;43389925.22899;1.78679
2042;3647551.61708;467.63482;43593576.43054;1.81290
2043;3663571.64831;469.68867;43800760.30243;1.83825
2044;3679166.09966;471.68796;44012647.02034;1.86281
2045;3694318.62595;473.63059;44224022.39899;1.88658
2046;3709012.08058;475.51437;44442251.07074;1.90953
2047;3723222.46818;477.33621;44673481.84052;1.93164
2048;3736931.76809;479.09382;44909409.98304;1.95289
2049;3750121.24881;480.78478;45148235.76892;1.97326
2050;3762772.20440;482.40669;45389450.25314;1.99272
2051;3774866.32534;483.95722;45629274.52829;2.01127
2052;3786382.17410;485.43361;45888913.68355;2.02888
2053;3797296.98257;486.83295;46154030.99380;2.04551
2054;3807591.32909;488.15273;46417943.12517;2.06116
2055;3817232.53170;489.38879;46682500.10605;2.07577
2056;3826206.88844;490.53934;46955346.12326;2.08934
2057;3834491.48100;491.60147;47244840.60262;2.10183
2058;3842064.08191;492.57232;47539956.05600;2.11323
2059;3848906.97144;493.44961;47826742.46760;2.12351
2060;3855003.33008;494.23120;48116867.30259;2.13265
2061;3860334.43081;494.91467;48414265.18602;2.14063
2062;3864879.28345;495.49734;48733746.23218;2.14742
2063;3868618.32629;495.97671;49057873.03940;2.15300
2064;3871538.30537;496.35106;49372920.87014;2.15736
2065;3873628.55696;496.61905;49685175.86559;2.16047
2066;3874878.16080;496.77925;49999262.30387;2.16234
2067;3875271.46257;496.82967;50349858.17383;2.16292
2068;3874794.77437;496.76856;50702118.25359;2.16221
2069;3873443.40404;496.59531;51049377.64906;2.16020
2070;3871213.86117;496.30947;51405175.41964;2.15688
2071;3868106.90067;495.91114;51745473.47470;2.15225
2072;3864163.89348;495.40563;52194133.27312;2.14636
2073;3859292.79406;494.78113;52608336.67087;2.13909
2074;3853538.20356;494.04336;53011582.68417;2.13048
2075;3846920.33237;493.19491;53440733.00194;2.12057
2076;3839399.37039;492.23069;53841859.81542;2.10929
2077;3831048.72797;491.16009;54296563.53104;2.09674
2078;3821769.13675;489.97040;54741678.91952;2.08276
2079;3811637.40761;488.67146;55180757.66044;2.06746
2080;3800677.84113;487.26639;55615532.00108;2.05087
2081;3789065.59519;485.77764;56005421.58724;2.03324
2082;3777018.78542;484.23318;56485346.14886;2.01489
2083;3764266.99360;482.59833;56948215.71011;1.99541
2084;3750839.39776;480.87685;57402140.13952;1.97482
2085;3736792.51959;479.07596;57844463.90424;1.95321
2086;3722260.65468;477.21290;58218327.85388;1.93077
2087;3707444.24967;475.31337;58720907.86092;1.90780
2088;3692116.85987;473.34832;59198812.17590;1.88394
2089;3676297.86689;471.32024;59661940.90552;1.85922
2090;3660014.58099;469.23264;60121004.30306;1.83366
2091;3643348.39472;467.09595;60569517.56358;1.80738
2092;3626396.95887;464.92269;61082421.64552;1.78053
2093;3609033.67424;462.69662;61566758.72583;1.75290
2094;3591274.83808;460.41985;62052907.02505;1.72450
2095;3573153.84836;458.09665;62534888.45103;1.69538
2096;3554728.38711;455.73441;62993876.59027;1.66563
2097;3536091.38660;453.34505;63522747.26101;1.63537
2098;3517139.07868;450.91527;64013068.86324;1.60444
2099;3497626.01039;448.41359;64507304.25784;1.57242
2100;3477610.39777;445.84749;64995565.43311;1.53940
2101;3457192.85823;443.22985;65470227.48065;1.50552
