Metric Name;Metric Value
T15Year;2031
T15CO2;443.01483
T15ForestSize;43388574.22746
T20Year;2047
T20CO2;482.99828
T20ForestSize;49598746.35910
ForestSize2050;51361575.81983
CO2Concentration2050;491.11921
Temperature2050;2.09645
ForestSize2100;89249653.31194
CO2Concentration2100;535.72440
Temperature2100;2.59898
