Year;CO2 Concentration;CO2 ConcentrationPPM;Forest Area;Global Temperature
2015;3115320.00000;399.40000;40618147.96000;0.90000
2016;3135211.63507;401.95021;40585448.45800;0.93685
2017;3155607.97159;404.56512;40516927.45900;0.97439
2018;3176511.04046;407.24501;40468442.34200;1.01262
2019;3198322.74244;410.04138;40417501.40000;1.05224
2020;3220411.81722;412.87331;40368318.10000;1.09210
2021;3240424.30135;415.43901;40337909.53743;1.12796
2022;3260414.64716;418.00188;40306065.94104;1.16356
2023;3282080.39480;420.77954;40274779.57115;1.20191
2024;3303591.96341;423.53743;40243027.22134;1.23973
2025;3324941.50677;426.27455;40211704.68108;1.27703
2026;3346121.13635;428.98989;40177716.18763;1.31379
2027;3367121.49399;431.68224;40150441.75433;1.35000
2028;3387932.69037;434.35034;40121177.21035;1.38567
2029;3408545.33110;436.99299;40092848.15726;1.42078
2030;3428949.14340;439.60886;40064999.17399;1.45533
2031;3449133.66154;442.19662;40036305.97143;1.48930
2032;3469087.27744;444.75478;40011978.84830;1.52268
2033;3488798.22310;447.28182;39984631.33967;1.55547
2034;3508254.64705;449.77624;39958940.33118;1.58765
2035;3527443.56498;452.23635;39933781.83011;1.61922
2036;3546352.43080;454.66057;39904235.11964;1.65015
2037;3564966.81254;457.04703;39883213.23755;1.68044
2038;3583271.66587;459.39380;39857987.22435;1.71007
2039;3601252.40507;461.69903;39834967.66814;1.73903
2040;3618893.36295;463.96069;39810702.24355;1.76730
2041;3636179.03159;466.17680;39784075.56004;1.79487
2042;3653091.68348;468.34509;39766067.13158;1.82171
2043;3669612.77042;470.46318;39747086.68788;1.84780
2044;3685724.48289;472.52878;39728736.05012;1.87314
2045;3701408.17689;474.53951;39705568.78721;1.89770
2046;3716645.65558;476.49303;39685035.16007;1.92145
2047;3731415.89573;478.38665;39670633.56459;1.94439
2048;3745697.91797;480.21768;39655961.70300;1.96648
2049;3759471.29028;481.98350;39641193.47212;1.98770
2050;3772715.09336;483.68142;39626586.15799;2.00803
2051;3785408.89985;485.30883;39606694.21466;2.02744
2052;3797530.64855;486.86290;39595057.84463;2.04592
2053;3809057.14831;488.34066;39583586.73541;2.06344
2054;3819966.88839;489.73934;39569308.54700;2.07997
2055;3830238.04776;491.05616;39556832.83501;2.09548
2056;3839848.30808;492.28824;39544669.10328;2.10996
2057;3848775.11399;493.43271;39536996.37681;2.12338
2058;3856996.18500;494.48669;39529719.08872;2.13570
2059;3864491.38818;495.44761;39516604.40659;2.14692
2060;3871241.59402;496.31302;39501440.06034;2.15700
2061;3877227.06284;497.08039;39488791.53220;2.16592
2062;3882427.31166;497.74709;39484362.28246;2.17366
2063;3886823.32577;498.31068;39480489.79908;2.18019
2064;3890400.30980;498.76927;39467390.00357;2.18551
2065;3893146.00313;499.12128;39448980.73324;2.18958
2066;3895047.61663;499.36508;39435329.05528;2.19240
2067;3896091.37882;499.49889;39434496.80548;2.19394
2068;3896258.35000;499.52030;39432241.29906;2.19419
2069;3895547.13504;499.42912;39427500.98684;2.19314
2070;3893954.64894;499.22495;39422732.64704;2.19078
2071;3891480.31044;498.90773;39417964.30724;2.18711
2072;3888125.62718;498.47764;39419614.59478;2.18214
2073;3883895.66613;497.93534;39418969.00904;2.17586
2074;3878800.77762;497.28215;39414392.20734;2.16829
2075;3872854.02236;496.51975;39412196.06438;2.15944
2076;3866071.50915;495.65019;39409999.92142;2.14933
2077;3858574.29698;494.68901;39416003.77536;2.13814
2078;3850223.80292;493.61844;39417240.49100;2.12565
2079;3841104.55687;492.44930;39413357.67895;2.11199
2080;3831247.91382;491.18563;39413436.45790;2.09718
2081;3820822.42959;489.84903;39413515.23684;2.08148
2082;3810082.04129;488.47206;39413606.44792;2.06525
2083;3798751.99014;487.01949;39456376.16340;2.04809
2084;3786840.13693;485.49233;39478229.51864;2.03000
2085;3774427.67836;483.90098;39500082.87388;2.01108
2086;3761635.20259;482.26092;39521936.22913;1.99152
2087;3748689.53184;480.60122;39543795.80044;1.97166
2088;3735366.52373;478.89314;39565652.26371;1.95115
2089;3721679.25769;477.13837;39587508.72699;1.93001
2090;3707671.44493;475.34249;39609365.19027;1.90829
2091;3693416.38216;473.51492;39631221.65354;1.88610
2092;3679086.73854;471.67779;39653081.22485;1.86371
2093;3664526.48485;469.81109;39674939.24214;1.84087
2094;3649742.38138;467.91569;39696797.25944;1.81759
2095;3634760.19923;465.99490;39718655.27673;1.79390
2096;3619624.17851;464.05438;39740517.54112;1.76987
2097;3604450.79194;462.10908;39762381.49993;1.74568
2098;3589138.74037;460.14599;39784309.15173;1.72117
2099;3573691.63921;458.16559;39806939.83353;1.69633
2100;3558124.86928;456.16986;39829570.51533;1.67119
2101;3542465.34198;454.16222;39852201.19713;1.64579
